traceID,spanID,operationName,refType,parentSpanID,startTime,duration,processID,spanKind
59c98d34116a7feca24675a4bd91531f,c51ed0ce70af964c,currencyservice.CurrencyService.Convert,CHILD_OF,dcaa52fc02c2d23a,1751042156214173,32,p1,client
59c98d34116a7feca24675a4bd91531f,11b4588dcb600a65,cartservice.CartService.GetCart,CHILD_OF,dcaa52fc02c2d23a,1751042156213897,118,p1,client
59c98d34116a7feca24675a4bd91531f,85cffd9c829f32eb,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,7a40eb9ea804d718,1751042156213777,11,p2,server
59c98d34116a7feca24675a4bd91531f,c0ead80345a57c59,currencyservice.CurrencyService.GetSupportedCurrencies,CHILD_OF,dcaa52fc02c2d23a,1751042156213680,69,p1,client
59c98d34116a7feca24675a4bd91531f,f3a190a57768d011,currencyservice.CurrencyService.Convert,CHILD_OF,dcaa52fc02c2d23a,1751042156214095,42,p1,client
59c98d34116a7feca24675a4bd91531f,0423815a1bfb5b64,currencyservice.CurrencyService.Convert,CHILD_OF,dcaa52fc02c2d23a,1751042156214309,35,p1,client
59c98d34116a7feca24675a4bd91531f,a6add4fef7987d27,currencyservice.CurrencyService.Convert,CHILD_OF,dcaa52fc02c2d23a,1751042156214138,34,p1,client
59c98d34116a7feca24675a4bd91531f,54b29e7571e996bf,currencyservice.CurrencyService.Convert,CHILD_OF,dcaa52fc02c2d23a,1751042156214243,31,p1,client
59c98d34116a7feca24675a4bd91531f,b0fee00a51220eb1,currencyservice.CurrencyService.Convert,CHILD_OF,dcaa52fc02c2d23a,1751042156214276,31,p1,client
59c98d34116a7feca24675a4bd91531f,dcaa52fc02c2d23a,home,,,1751042156213665,894,p1,server
59c98d34116a7feca24675a4bd91531f,7a40eb9ea804d718,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,dcaa52fc02c2d23a,1751042156213752,50,p1,client
59c98d34116a7feca24675a4bd91531f,005f1e750208fa4f,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,dcaa52fc02c2d23a,1751042156213850,38,p1,client
59c98d34116a7feca24675a4bd91531f,51bc5b184d1d9e57,currencyservice.CurrencyService.Convert,CHILD_OF,dcaa52fc02c2d23a,1751042156214018,35,p1,client
59c98d34116a7feca24675a4bd91531f,71727493b27137c8,currencyservice.CurrencyService.Convert,CHILD_OF,dcaa52fc02c2d23a,1751042156214206,36,p1,client
59c98d34116a7feca24675a4bd91531f,fe463315246a669f,adservice.AdService.GetAds,CHILD_OF,dcaa52fc02c2d23a,1751042156214347,48,p1,client
59c98d34116a7feca24675a4bd91531f,82f436296959bf8c,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,dcaa52fc02c2d23a,1751042156213804,45,p1,client
59c98d34116a7feca24675a4bd91531f,45d53621cb12ce4d,cartservice.CartService.GetCart,CHILD_OF,11b4588dcb600a65,1751042156213938,72,p3,server
59c98d34116a7feca24675a4bd91531f,c9250c199be99e54,cartservice.cartCache.Get,CHILD_OF,45d53621cb12ce4d,1751042156213941,53,p3,client
59c98d34116a7feca24675a4bd91531f,2a0a3ad5c10c1d53,cartservice.cartCache.Get,CHILD_OF,c9250c199be99e54,1751042156213963,8,p4,server
e1f98725b466673fb4bab1a8a058d8e8,80ed6221cbb541f4,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,6667d756ab90d178,1751042156224244,12,p1,server
e1f98725b466673fb4bab1a8a058d8e8,2e363873baf3d96f,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,53a40f02d494c80d,1751042156224309,37,p2,client
e1f98725b466673fb4bab1a8a058d8e8,5b9277bfb9592aac,cartservice.CartService.GetCart,CHILD_OF,53a40f02d494c80d,1751042156224348,133,p2,client
e1f98725b466673fb4bab1a8a058d8e8,a17d05d0c296c374,currencyservice.CurrencyService.Convert,CHILD_OF,53a40f02d494c80d,1751042156224588,35,p2,client
e1f98725b466673fb4bab1a8a058d8e8,2d0a68c44edc58d2,currencyservice.CurrencyService.Convert,CHILD_OF,53a40f02d494c80d,1751042156224657,33,p2,client
e1f98725b466673fb4bab1a8a058d8e8,7ef037866ddc56da,currencyservice.CurrencyService.Convert,CHILD_OF,53a40f02d494c80d,1751042156224692,34,p2,client
e1f98725b466673fb4bab1a8a058d8e8,6667d756ab90d178,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,53a40f02d494c80d,1751042156224220,45,p2,client
e1f98725b466673fb4bab1a8a058d8e8,c225a294032b6972,currencyservice.CurrencyService.Convert,CHILD_OF,53a40f02d494c80d,1751042156224552,35,p2,client
e1f98725b466673fb4bab1a8a058d8e8,fb1a083a28b0e3ad,currencyservice.CurrencyService.Convert,CHILD_OF,53a40f02d494c80d,1751042156224728,34,p2,client
e1f98725b466673fb4bab1a8a058d8e8,a78e7043020e4bfd,cartservice.cartCache.Get,CHILD_OF,e5ce8e8df384934e,1751042156224395,67,p3,client
e1f98725b466673fb4bab1a8a058d8e8,660aa03258c1ce69,currencyservice.CurrencyService.GetSupportedCurrencies,CHILD_OF,53a40f02d494c80d,1751042156224159,58,p2,client
e1f98725b466673fb4bab1a8a058d8e8,3f53cfc25f018c30,currencyservice.CurrencyService.Convert,CHILD_OF,53a40f02d494c80d,1751042156224483,33,p2,client
e1f98725b466673fb4bab1a8a058d8e8,0bf3295a915814d3,currencyservice.CurrencyService.Convert,CHILD_OF,53a40f02d494c80d,1751042156224624,32,p2,client
e1f98725b466673fb4bab1a8a058d8e8,82cc4cb4f71d9b71,adservice.AdService.GetAds,CHILD_OF,53a40f02d494c80d,1751042156224799,41,p2,client
e1f98725b466673fb4bab1a8a058d8e8,a9fbb427e8cb419e,cartservice.cartCache.Get,CHILD_OF,a78e7043020e4bfd,1751042156224415,9,p4,server
e1f98725b466673fb4bab1a8a058d8e8,a983cc8a5f601709,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,53a40f02d494c80d,1751042156224267,40,p2,client
e1f98725b466673fb4bab1a8a058d8e8,199cfd036e2f76c6,currencyservice.CurrencyService.Convert,CHILD_OF,53a40f02d494c80d,1751042156224517,34,p2,client
e1f98725b466673fb4bab1a8a058d8e8,4fa015f3c0be7263,currencyservice.CurrencyService.Convert,CHILD_OF,53a40f02d494c80d,1751042156224763,33,p2,client
e1f98725b466673fb4bab1a8a058d8e8,53a40f02d494c80d,home,,,1751042156224145,862,p2,server
e1f98725b466673fb4bab1a8a058d8e8,e5ce8e8df384934e,cartservice.CartService.GetCart,CHILD_OF,5b9277bfb9592aac,1751042156224378,94,p3,server
2221d19b6dde9d1e479ecb6854fc7521,de007011e900390f,currencyservice.CurrencyService.Convert,CHILD_OF,f87ae28a9fdf2deb,1751042156241134,38,p1,client
2221d19b6dde9d1e479ecb6854fc7521,3ee55db7c36bc9b2,currencyservice.CurrencyService.Convert,CHILD_OF,f87ae28a9fdf2deb,1751042156242239,94,p1,client
2221d19b6dde9d1e479ecb6854fc7521,20ba497837ab2862,currencyservice.CurrencyService.Convert,CHILD_OF,f87ae28a9fdf2deb,1751042156242445,153,p1,client
2221d19b6dde9d1e479ecb6854fc7521,c277d24cd8c0da2b,adservice.AdService.GetAds,CHILD_OF,f87ae28a9fdf2deb,1751042156242602,47,p1,client
2221d19b6dde9d1e479ecb6854fc7521,f87ae28a9fdf2deb,home,,,1751042156240830,2012,p1,server
2221d19b6dde9d1e479ecb6854fc7521,9775835e5107072d,cartservice.cartCache.Get,CHILD_OF,443b01d4189d083a,1751042156241068,48,p2,client
2221d19b6dde9d1e479ecb6854fc7521,bcb50b2314ef3c47,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,f87ae28a9fdf2deb,1751042156240909,45,p1,client
2221d19b6dde9d1e479ecb6854fc7521,b200131386dbf789,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,f87ae28a9fdf2deb,1751042156240955,35,p1,client
2221d19b6dde9d1e479ecb6854fc7521,d8bd5fe12bc85b0e,currencyservice.CurrencyService.Convert,CHILD_OF,f87ae28a9fdf2deb,1751042156241174,38,p1,client
2221d19b6dde9d1e479ecb6854fc7521,d7a5a5a447686e9d,currencyservice.CurrencyService.Convert,CHILD_OF,f87ae28a9fdf2deb,1751042156242409,34,p1,client
2221d19b6dde9d1e479ecb6854fc7521,443b01d4189d083a,cartservice.CartService.GetCart,CHILD_OF,a852f07244da1b5f,1751042156241064,60,p2,server
2221d19b6dde9d1e479ecb6854fc7521,e962c0216f1a0b4f,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,f87ae28a9fdf2deb,1751042156240991,39,p1,client
2221d19b6dde9d1e479ecb6854fc7521,56cf8617d9181a9c,currencyservice.CurrencyService.Convert,CHILD_OF,f87ae28a9fdf2deb,1751042156242335,38,p1,client
2221d19b6dde9d1e479ecb6854fc7521,ba25bd2bb1407895,cartservice.cartCache.Get,CHILD_OF,9775835e5107072d,1751042156241088,8,p3,server
2221d19b6dde9d1e479ecb6854fc7521,f063e0e93f880c0d,currencyservice.CurrencyService.Convert,CHILD_OF,f87ae28a9fdf2deb,1751042156241213,166,p1,client
2221d19b6dde9d1e479ecb6854fc7521,fa6ffbfdbd3651ae,currencyservice.CurrencyService.Convert,CHILD_OF,f87ae28a9fdf2deb,1751042156241381,857,p1,client
2221d19b6dde9d1e479ecb6854fc7521,08d1c1bf3e60a56c,currencyservice.CurrencyService.Convert,CHILD_OF,f87ae28a9fdf2deb,1751042156242375,32,p1,client
2221d19b6dde9d1e479ecb6854fc7521,da6f8649ae0fe89b,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,bcb50b2314ef3c47,1751042156240932,12,p4,server
2221d19b6dde9d1e479ecb6854fc7521,d61ff31c65279d42,currencyservice.CurrencyService.GetSupportedCurrencies,CHILD_OF,f87ae28a9fdf2deb,1751042156240847,59,p1,client
2221d19b6dde9d1e479ecb6854fc7521,a852f07244da1b5f,cartservice.CartService.GetCart,CHILD_OF,f87ae28a9fdf2deb,1751042156241031,100,p1,client
46902b1e4aae6d8e0887d3e7d5a25dc2,430f352320705cac,setcurrency,,,1751042156242176,20,p1,server
995942f4465415da356498930adf45df,3bb2bf6db12168f1,cartservice.cartCache.Get,CHILD_OF,d6a597325ec334e2,1751042156254070,8,p1,server
995942f4465415da356498930adf45df,4cbe930b1edfc31e,cartservice.cartCache.Add,CHILD_OF,555abf5e519314b2,1751042156254172,8,p1,server
995942f4465415da356498930adf45df,b2c324befc8c5367,cartservice.CartService.AddItem,CHILD_OF,503999e8b3baa976,1751042156253975,232,p2,client
995942f4465415da356498930adf45df,503999e8b3baa976,cart,,,1751042156253882,332,p2,server
995942f4465415da356498930adf45df,f5d8d28828536e24,productcatalogservice.ProductCatalogService.GetProduct,CHILD_OF,503999e8b3baa976,1751042156253905,68,p2,client
995942f4465415da356498930adf45df,d6a597325ec334e2,cartservice.cartCache.Get,CHILD_OF,c40f9885e2d72167,1751042156254039,106,p3,client
995942f4465415da356498930adf45df,555abf5e519314b2,cartservice.cartCache.Add,CHILD_OF,c40f9885e2d72167,1751042156254150,36,p3,client
995942f4465415da356498930adf45df,c40f9885e2d72167,cartservice.CartService.AddItem,CHILD_OF,b2c324befc8c5367,1751042156254027,170,p3,server
ff81447b205e33bb67e8c2c23c5d7859,099c6c2c04082cf4,cartservice.CartService.AddItem,CHILD_OF,aacf15796947cd04,1751042166182879,129,p1,server
ff81447b205e33bb67e8c2c23c5d7859,31a59a35f6b6455f,cartservice.cartCache.Add,CHILD_OF,099c6c2c04082cf4,1751042166182952,47,p1,client
ff81447b205e33bb67e8c2c23c5d7859,94d6cb8f4a135bc2,cartservice.cartCache.Get,CHILD_OF,0b188752c73cf473,1751042166182905,10,p2,server
ff81447b205e33bb67e8c2c23c5d7859,7b24b7b582de6b16,cartservice.cartCache.Add,CHILD_OF,31a59a35f6b6455f,1751042166182971,8,p2,server
ff81447b205e33bb67e8c2c23c5d7859,a3320e3b7a17d94d,cart,,,1751042166182715,338,p3,server
ff81447b205e33bb67e8c2c23c5d7859,0b188752c73cf473,cartservice.cartCache.Get,CHILD_OF,099c6c2c04082cf4,1751042166182886,64,p1,client
ff81447b205e33bb67e8c2c23c5d7859,3bc28a46c7fc2177,productcatalogservice.ProductCatalogService.GetProduct,CHILD_OF,a7635f2d750b451f,1751042166182774,7,p4,server
ff81447b205e33bb67e8c2c23c5d7859,aacf15796947cd04,cartservice.CartService.AddItem,CHILD_OF,a3320e3b7a17d94d,1751042166182850,196,p3,client
ff81447b205e33bb67e8c2c23c5d7859,a7635f2d750b451f,productcatalogservice.ProductCatalogService.GetProduct,CHILD_OF,a3320e3b7a17d94d,1751042166182754,94,p3,client
63edff8c62dc92ad8a967377b47bc49c,585cc749192d3e6a,productcatalogservice.ProductCatalogService.GetProduct,CHILD_OF,776502acadfb17ea,1751042166188563,6,p1,server
63edff8c62dc92ad8a967377b47bc49c,461e8399fc4b95f0,recommendationservice.RecService.ListRecommendations,CHILD_OF,89eb60b72b499300,1751042166187840,186,p2,server
63edff8c62dc92ad8a967377b47bc49c,20b835a380a1cf1e,cartservice.cartCache.Get,CHILD_OF,42fa69b722196ac4,1751042166186123,9,p3,server
63edff8c62dc92ad8a967377b47bc49c,e660f300d63bd1dd,shippingservice.ShippingService.GetQuote,CHILD_OF,3e3fbecc036623e6,1751042166188407,56,p4,client
63edff8c62dc92ad8a967377b47bc49c,3e3fbecc036623e6,cart,,,1751042166185977,2827,p4,server
63edff8c62dc92ad8a967377b47bc49c,765e0e432541d460,cartservice.CartService.GetCart,CHILD_OF,403a6f880432d8e2,1751042166186097,81,p5,server
63edff8c62dc92ad8a967377b47bc49c,b5632e4892a0d6ed,productcatalogservice.ProductCatalogService.GetProducts,CHILD_OF,461e8399fc4b95f0,1751042166187842,36,p2,client
63edff8c62dc92ad8a967377b47bc49c,e119642735182cc0,productcatalogservice.ProductCatalogService.SearchProducts,CHILD_OF,461e8399fc4b95f0,1751042166187880,53,p2,client
63edff8c62dc92ad8a967377b47bc49c,403a6f880432d8e2,cartservice.CartService.GetCart,CHILD_OF,3e3fbecc036623e6,1751042166186070,1735,p4,client
63edff8c62dc92ad8a967377b47bc49c,89eb60b72b499300,recommendationservice.RecService.ListRecommendations,CHILD_OF,3e3fbecc036623e6,1751042166187809,467,p4,client
63edff8c62dc92ad8a967377b47bc49c,e785445202693de0,productcatalogservice.ProductCatalogService.GetProducts,CHILD_OF,3e3fbecc036623e6,1751042166188365,35,p4,client
63edff8c62dc92ad8a967377b47bc49c,2cfb262870180d17,productcatalogservice.ProductCatalogService.GetProducts,CHILD_OF,e785445202693de0,1751042166188385,9,p1,server
63edff8c62dc92ad8a967377b47bc49c,42fa69b722196ac4,cartservice.cartCache.Get,CHILD_OF,765e0e432541d460,1751042166186101,68,p5,client
63edff8c62dc92ad8a967377b47bc49c,3991801e5ae6cee8,productcatalogservice.ProductCatalogService.SearchProducts,CHILD_OF,461e8399fc4b95f0,1751042166187934,37,p2,client
63edff8c62dc92ad8a967377b47bc49c,1b2301e39d15256d,productcatalogservice.ProductCatalogService.SearchProducts,CHILD_OF,3991801e5ae6cee8,1751042166187946,16,p6,server
63edff8c62dc92ad8a967377b47bc49c,033aa5043c82288c,productcatalogservice.ProductCatalogService.GetProducts,CHILD_OF,4edcae4e30087f7b,1751042166188338,8,p6,server
63edff8c62dc92ad8a967377b47bc49c,a3615138b62d4755,currencyservice.CurrencyService.GetSupportedCurrencies,CHILD_OF,3e3fbecc036623e6,1751042166185981,86,p4,client
63edff8c62dc92ad8a967377b47bc49c,c11196178a0f2394,productcatalogservice.ProductCatalogService.GetProducts,CHILD_OF,3e3fbecc036623e6,1751042166188278,40,p4,client
63edff8c62dc92ad8a967377b47bc49c,4edcae4e30087f7b,productcatalogservice.ProductCatalogService.GetProducts,CHILD_OF,3e3fbecc036623e6,1751042166188319,45,p4,client
63edff8c62dc92ad8a967377b47bc49c,f298e1e0b4a94021,currencyservice.CurrencyService.Convert,CHILD_OF,3e3fbecc036623e6,1751042166188578,27,p4,client
63edff8c62dc92ad8a967377b47bc49c,045b4f35ff24b01c,productcatalogservice.ProductCatalogService.SearchProducts,CHILD_OF,461e8399fc4b95f0,1751042166187973,44,p2,client
63edff8c62dc92ad8a967377b47bc49c,270fb4fbc78a5caf,productcatalogservice.ProductCatalogService.SearchProducts,CHILD_OF,e119642735182cc0,1751042166187905,14,p7,server
63edff8c62dc92ad8a967377b47bc49c,2efd2e60f3c58dcc,productcatalogservice.ProductCatalogService.GetProducts,CHILD_OF,c11196178a0f2394,1751042166188299,12,p7,server
63edff8c62dc92ad8a967377b47bc49c,cc7b81c6a9f043b8,currencyservice.CurrencyService.Convert,CHILD_OF,3e3fbecc036623e6,1751042166188464,43,p4,client
63edff8c62dc92ad8a967377b47bc49c,776502acadfb17ea,productcatalogservice.ProductCatalogService.GetProduct,CHILD_OF,3e3fbecc036623e6,1751042166188508,69,p4,client
63edff8c62dc92ad8a967377b47bc49c,4346030782382f2a,productcatalogservice.ProductCatalogService.GetProducts,CHILD_OF,b5632e4892a0d6ed,1751042166187861,7,p1,server
63edff8c62dc92ad8a967377b47bc49c,0e0af2634fa47c6d,productcatalogservice.ProductCatalogService.SearchProducts,CHILD_OF,045b4f35ff24b01c,1751042166187990,17,p1,server
c7b9e2fef2a988c9fc74511255831276,f4ed04040c00865d,currencyservice.CurrencyService.Convert,CHILD_OF,9a08ead2238ec911,1751042166190569,30,p1,client
c7b9e2fef2a988c9fc74511255831276,9f77bd7e84276439,cartservice.cartCache.Get,CHILD_OF,dbdf80396bf284c9,1751042166189873,71,p2,client
c7b9e2fef2a988c9fc74511255831276,d60873370af57da9,cartservice.cartCache.Get,CHILD_OF,9f77bd7e84276439,1751042166189891,11,p3,server
c7b9e2fef2a988c9fc74511255831276,3bed9ea1857c3275,currencyservice.CurrencyService.Convert,CHILD_OF,9a08ead2238ec911,1751042166190004,232,p1,client
c7b9e2fef2a988c9fc74511255831276,dbdf80396bf284c9,cartservice.CartService.GetCart,CHILD_OF,f70d935ccb1e6b32,1751042166189868,86,p2,server
c7b9e2fef2a988c9fc74511255831276,729a5b3406c57000,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,878946cf91101dd5,1751042166189824,8,p4,server
c7b9e2fef2a988c9fc74511255831276,7861e04b2123a452,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,d8e9e13c4a95840c,1751042166189705,10,p5,server
c7b9e2fef2a988c9fc74511255831276,f8c732778de5c443,currencyservice.CurrencyService.GetSupportedCurrencies,CHILD_OF,9a08ead2238ec911,1751042166189635,42,p1,client
c7b9e2fef2a988c9fc74511255831276,d8e9e13c4a95840c,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,9a08ead2238ec911,1751042166189680,57,p1,client
c7b9e2fef2a988c9fc74511255831276,fa560a84dc749d62,currencyservice.CurrencyService.Convert,CHILD_OF,9a08ead2238ec911,1751042166189972,31,p1,client
c7b9e2fef2a988c9fc74511255831276,948b905117eb68e0,currencyservice.CurrencyService.Convert,CHILD_OF,9a08ead2238ec911,1751042166190600,37,p1,client
c7b9e2fef2a988c9fc74511255831276,9a08ead2238ec911,home,,,1751042166189535,1335,p1,server
c7b9e2fef2a988c9fc74511255831276,4234381254c4b68c,currencyservice.CurrencyService.Convert,CHILD_OF,9a08ead2238ec911,1751042166190299,72,p1,client
c7b9e2fef2a988c9fc74511255831276,f70d935ccb1e6b32,cartservice.CartService.GetCart,CHILD_OF,9a08ead2238ec911,1751042166189842,127,p1,client
c7b9e2fef2a988c9fc74511255831276,624e1cca4cfa7553,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,0d0172ab29da1784,1751042166189756,7,p6,server
c7b9e2fef2a988c9fc74511255831276,0d0172ab29da1784,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,9a08ead2238ec911,1751042166189738,65,p1,client
c7b9e2fef2a988c9fc74511255831276,00e100f8577536b6,currencyservice.CurrencyService.Convert,CHILD_OF,9a08ead2238ec911,1751042166190238,59,p1,client
c7b9e2fef2a988c9fc74511255831276,4f0bb5aa2bcfd188,currencyservice.CurrencyService.Convert,CHILD_OF,9a08ead2238ec911,1751042166190404,131,p1,client
c7b9e2fef2a988c9fc74511255831276,b0bcae9713638ce9,adservice.AdService.GetAds,CHILD_OF,9a08ead2238ec911,1751042166190640,46,p1,client
c7b9e2fef2a988c9fc74511255831276,8e9d87d11ef080e0,currencyservice.CurrencyService.Convert,CHILD_OF,9a08ead2238ec911,1751042166190537,31,p1,client
c7b9e2fef2a988c9fc74511255831276,878946cf91101dd5,productcatalogservice.ProductCatalogService.ListProducts,CHILD_OF,9a08ead2238ec911,1751042166189805,35,p1,client
